street_address,living_area,state_code,market_value,CAMPNAME,x,y
2911 FOREST HILLS LN RICHARDSON TX 75080,1806,A1,179145,ALDRIDGE EL,-96.73162098,32.99510201
2724 WESTRIDGE DR PLANO TX 75075,2304,A1,144232,WILSON EL,-96.74654999,33.01046902
3002 CANYON BROOK DR RICHARDSON TX 75080,2180,A1,179436,ALDRIDGE EL,-96.72127,32.99549801
2804 PRINCETON PL PLANO TX 75075,2567,A1,164090,WILSON EL,-96.74955297,33.01032799
3013 PRINCETON DR PLANO TX 75075,1992,A1,162658,WILSON EL,-96.75265,33.011366
2649 STONELEIGH CIR RICHARDSON TX 75080,2496,A4,352544,ALDRIDGE EL,-96.72691999,32.99143799
2911 WHITEMARSH CIR RICHARDSON TX 75080,2040,A1,184017,ALDRIDGE EL,-96.732646,32.99482201
2725 FOREST GROVE DR RICHARDSON TX 75080,3541,B2,199147,ALDRIDGE EL,-96.72697003,32.994194
3002 CANYON CREEK DR RICHARDSON TX 75080,2380,A1,288552,HARMONY EL,-96.73904198,32.99277499
3003 CANYON CREEK DR RICHARDSON TX 75080,2752,A1,255948,HARMONY EL,-96.73971999,32.99268501
3003 TAM O SHANTER LN RICHARDSON TX 75080,2133,A1,247431,ALDRIDGE EL,-96.73509301,32.994431
3004 CANYON BROOK DR RICHARDSON TX 75080,2303,A1,201016,ALDRIDGE EL,-96.72130403,32.99572298
3004 CANYON CREEK DR RICHARDSON TX 75080,2808,A1,409212,HARMONY EL,-96.73921599,32.993043
3004 PRINCETON DR PLANO TX 75075,2750,A1,168423,WILSON EL,-96.75237499,33.01070199
3004 SEWANEE DR PLANO TX 75075,2346,A1,155837,WILSON EL,-96.75234297,33.01165501
3005 CANYON CREEK DR RICHARDSON TX 75080,2434,A1,232327,HARMONY EL,-96.74000598,32.99283102
3016 PRINCETON DR PLANO TX 75075,2197,A1,138414,WILSON EL,-96.75301797,33.010998
2725 GRANDVIEW DR PLANO TX 75075,2406,A1,156797,WILSON EL,-96.74645896,33.01177701
2650 CUSTER PKWY RICHARDSON TX 75080,1192,A3,86334,SHEPARD EL,-96.726534,32.98889601
2804 ROBIN PL PLANO TX 75075,2998,A1,197983,WILSON EL,-96.74910001,33.01202302
3017 PRINCETON DR PLANO TX 75075,2255,A1,156825,WILSON EL,-96.75287296,33.01145598
2725 NORTHCREST DR PLANO TX 75075,2242,A1,157027,WILSON EL,-96.74654202,33.01010599
2650 PROVENCIAL LN RICHARDSON TX 75080,2717,A4,314000,ALDRIDGE EL,-96.72647298,32.99047499
2912 PRINCETON DR PLANO TX 75075,2211,A1,157825,WILSON EL,-96.75121301,33.01025901
2804 TAM O SHANTER LN RICHARDSON TX 75080,1662,A1,149511,ALDRIDGE EL,-96.73349098,32.992497
3020 PRINCETON DR PLANO TX 75075,2246,A1,150249,WILSON EL,-96.75324302,33.01110399
2725 PINERY LN RICHARDSON TX 75080,1455,A1,136503,ALDRIDGE EL,-96.7279,32.99380202
2652 STONELEIGH CIR RICHARDSON TX 75080,0,C1,62160,ALDRIDGE EL,-96.72679099,32.99115698
2912 SEWANEE DR PLANO TX 75075,2447,A1,150013,WILSON EL,-96.75120001,33.01116098
2805 BOWLING GREEN CIR PLANO TX 75075,2967,A1,203398,WILSON EL,-96.74933202,33.011761
3021 PRINCETON DR PLANO TX 75075,2387,A1,145434,WILSON EL,-96.75310103,33.01152602
2725 WESTRIDGE DR PLANO TX 75075,2347,A1,160912,WILSON EL,-96.74654798,33.01094402
2654 PROVENCIAL LN RICHARDSON TX 75080,0,C1,40000,ALDRIDGE EL,-96.726462,32.990562
2912 WHITEMARSH CIR RICHARDSON TX 75080,2314,A1,178391,ALDRIDGE EL,-96.732172,32.99513101
2805 FOREST GROVE DR RICHARDSON TX 75080,2354,A1,147900,ALDRIDGE EL,-96.72643803,32.99541801
3024 PRINCETON DR PLANO TX 75075,2582,A1,147916,WILSON EL,-96.75351702,33.01115499
2726 PINERY LN RICHARDSON TX 75080,1729,A1,161147,ALDRIDGE EL,-96.72698447,32.99313566
2658 PROVENCIAL LN RICHARDSON TX 75080,2465,A4,342903,ALDRIDGE EL,-96.72643803,32.99068198
2913 FOREST HILLS LN RICHARDSON TX 75080,2049,A1,170947,ALDRIDGE EL,-96.73171704,32.99528901
2805 PRINCETON PL PLANO TX 75075,2594,A1,181637,WILSON EL,-96.74950603,33.01090102
3025 PRINCETON DR PLANO TX 75075,2296,A1,125314,WILSON EL,-96.75337302,33.01162501
2728 GRANDVIEW DR PLANO TX 75075,2263,A1,143509,WILSON EL,-96.74681402,33.01131102
2660 PROVENCIAL LN RICHARDSON TX 75080,0,M4,1000,ALDRIDGE EL,-96.72657081,32.99070528
2913 SEWANEE DR PLANO TX 75075,2650,A1,163799,WILSON EL,-96.75095099,33.01158402
2805 TAM O SHANTER LN RICHARDSON TX 75080,2402,A1,236438,ALDRIDGE EL,-96.73407503,32.99237102
3033 W PRESIDENT GEORGE BUSH HWY PLANO TX 75075,191500,F3,0,WILSON EL,-96.75073499,33.00382598
2728 NORTHCREST DR PLANO TX 75075,2202,A1,147129,WILSON EL,-96.74680496,33.00963502
2661 PROVENCIAL LN RICHARDSON TX 75080,0,M4,1000,ALDRIDGE EL,-96.72668537,32.99070836
2913 WHITEMARSH CIR RICHARDSON TX 75080,1826,A1,158524,ALDRIDGE EL,-96.732904,32.99486899
2805 VALLEY RIDGE DR RICHARDSON TX 75080,2255,A1,210277,ALDRIDGE EL,-96.725197,32.995661
31 CROWN PL RICHARDSON TX 75080,2984,A1,284171,ALDRIDGE EL,-96.72986899,32.993352
2728 PINERY LN RICHARDSON TX 75080,1774,A1,135292,ALDRIDGE EL,-96.72783898,32.99423101
2662 PROVENCIAL LN RICHARDSON TX 75080,2930,A4,383700,ALDRIDGE EL,-96.72643401,32.99078001
2914 WHITEMARSH CIR RICHARDSON TX 75080,2346,A1,184973,ALDRIDGE EL,-96.73240402,32.99527799
2806 FOREST GROVE DR RICHARDSON TX 75080,2309,A1,190697,ALDRIDGE EL,-96.72572599,32.99554001
3100 CANYON CREEK DR RICHARDSON TX 75080,2730,A1,332014,HARMONY EL,-96.74001504,32.99345199
2728 WESTRIDGE DR PLANO TX 75075,2135,A1,139702,WILSON EL,-96.74681603,33.01047199
2729 FOREST GROVE DR RICHARDSON TX 75080,3310,B2,170009,ALDRIDGE EL,-96.726865,32.99455798
2729 GRANDVIEW DR PLANO TX 75075,2330,A1,155171,WILSON EL,-96.74672902,33.011782
2729 NORTHCREST DR PLANO TX 75075,2295,A1,153392,WILSON EL,-96.74679901,33.01010599
2729 WESTRIDGE DR PLANO TX 75075,2166,A1,141019,WILSON EL,-96.74681502,33.01093501
2730 PINERY LN RICHARDSON TX 75080,1788,A1,141988,ALDRIDGE EL,-96.72796798,32.99417099
2732 GRANDVIEW DR PLANO TX 75075,2997,A1,200714,WILSON EL,-96.74708199,33.01130498
2732 NORTHCREST DR PLANO TX 75075,1895,A1,161903,WILSON EL,-96.74708098,33.00963699
2732 PINERY LN RICHARDSON TX 75080,1752,A1,140267,ALDRIDGE EL,-96.72814903,32.99414798
2732 WESTRIDGE DR PLANO TX 75075,2062,A1,172133,WILSON EL,-96.74707997,33.01046399
2733 GRANDVIEW DR PLANO TX 75075,2345,A1,160659,WILSON EL,-96.74699398,33.01177701
2733 NORTHCREST DR PLANO TX 75075,2143,A1,149108,WILSON EL,-96.74706598,33.01010801
2733 WESTRIDGE DR PLANO TX 75075,2373,A1,146597,WILSON EL,-96.74707997,33.01094498
2736 GRANDVIEW DR PLANO TX 75075,2121,A1,141287,WILSON EL,-96.74737401,33.011315
2736 NORTHCREST DR PLANO TX 75075,2336,A1,154188,WILSON EL,-96.74736001,33.009647
2736 WESTRIDGE DR PLANO TX 75075,2202,A1,149029,WILSON EL,-96.74733998,33.01047702
2737 GRANDVIEW DR PLANO TX 75075,2293,A1,156545,WILSON EL,-96.74725197,33.01178401
2737 NORTHCREST DR PLANO TX 75075,1828,A1,138549,WILSON EL,-96.74733202,33.01011002
2737 WESTRIDGE DR PLANO TX 75075,2965,A1,171792,WILSON EL,-96.74735096,33.010956
2740 GRANDVIEW DR PLANO TX 75075,2605,A1,164587,WILSON EL,-96.74760803,33.01131999
2740 WESTRIDGE DR PLANO TX 75075,2318,A1,155626,WILSON EL,-96.74761197,33.01048901
2741 GRANDVIEW DR PLANO TX 75075,2447,A1,159769,WILSON EL,-96.74751701,33.011782
2741 NORTHCREST DR PLANO TX 75075,2059,A1,148330,WILSON EL,-96.74759697,33.01013902
2741 WESTRIDGE DR PLANO TX 75075,2389,A1,159472,WILSON EL,-96.74760996,33.01095802
28 CROWN PL RICHARDSON TX 75080,1888,A1,212518,ALDRIDGE EL,-96.72951603,32.993727
2800 BOWLING GREEN CIR PLANO TX 75075,2490,A1,189039,WILSON EL,-96.74977802,33.01124899
2800 CANYON CREEK DR RICHARDSON TX 75080,2245,A1,269774,HARMONY EL,-96.737823,32.99125602
2800 CUSTER PKWY RICHARDSON TX 75080,183264,EX9,15460723,ALDRIDGE EL,-96.72769297,32.99536001
2800 PRINCETON PL PLANO TX 75075,2908,A1,200666,WILSON EL,-96.74982999,33.01036202
2800 VALLEY RIDGE DR RICHARDSON TX 75080,2126,A1,188127,ALDRIDGE EL,-96.72466299,32.99521701
2801 BOWLING GREEN CIR PLANO TX 75075,2794,A1,166677,WILSON EL,-96.74964802,33.011826
2806 TAM O SHANTER LN RICHARDSON TX 75080,2094,A1,173027,ALDRIDGE EL,-96.73355502,32.99270102
3101 CANYON CREEK DR RICHARDSON TX 75080,2456,A1,216902,HARMONY EL,-96.74054502,32.99313901
2807 FOREST GROVE DR RICHARDSON TX 75080,2398,A1,186683,ALDRIDGE EL,-96.72635999,32.99560501
2807 TAM O SHANTER LN RICHARDSON TX 75080,2424,A1,276147,ALDRIDGE EL,-96.73412599,32.99258099
3101 TAM O SHANTER LN RICHARDSON TX 75080,2160,A1,265160,ALDRIDGE EL,-96.73561998,32.994956
2807 VALLEY RIDGE DR RICHARDSON TX 75080,2339,A1,186719,ALDRIDGE EL,-96.72510698,32.99585898
3102 CANYON CREEK DR RICHARDSON TX 75080,3511,A1,348727,HARMONY EL,-96.74021302,32.99360701
2915 FOREST HILLS LN RICHARDSON TX 75080,1805,A1,153664,ALDRIDGE EL,-96.731869,32.99544001
2666 PROVENCIAL LN RICHARDSON TX 75080,2458,A4,341128,ALDRIDGE EL,-96.72642697,32.99088399
2808 BOWLING GREEN CIR PLANO TX 75075,3834,A1,236880,WILSON EL,-96.74921602,33.01147099
3102 LOTUS DR PLANO TX 75075,0,J3,523944,FRANKFORD EL,-96.75388175,33.00484173
2915 WHITEMARSH CIR RICHARDSON TX 75080,2002,A1,188946,ALDRIDGE EL,-96.73315998,32.99486602
2670 PROVENCIAL LN RICHARDSON TX 75080,2339,A4,326142,ALDRIDGE EL,-96.72644004,32.99098599
2808 FOREST GROVE DR RICHARDSON TX 75080,3050,A1,204431,ALDRIDGE EL,-96.72563102,32.995748
3103 CANYON CREEK DR RICHARDSON TX 75080,2337,A1,228399,HARMONY EL,-96.74077301,32.99339998
2916 PRINCETON DR PLANO TX 75075,2358,A1,156362,WILSON EL,-96.75144301,33.01033901
2674 PROVENCIAL LN RICHARDSON TX 75080,0,C1,56240,ALDRIDGE EL,-96.72647499,32.991131
2808 PRINCETON PL PLANO TX 75075,3491,A1,263507,WILSON EL,-96.74930202,33.01047098
3103 TAM O SHANTER LN RICHARDSON TX 75080,3382,A1,404019,ALDRIDGE EL,-96.73580799,32.99510599
3104 CANYON CREEK DR RICHARDSON TX 75080,2763,A1,282719,HARMONY EL,-96.74027898,32.99385902
3105 CANYON CREEK DR RICHARDSON TX 75080,3374,A1,221680,HARMONY EL,-96.74094199,32.99388399
3105 TAM O SHANTER LN RICHARDSON TX 75080,2285,A1,271461,ALDRIDGE EL,-96.73594696,32.99529601
3106 CANYON CREEK DR RICHARDSON TX 75080,2989,A1,311617,HARMONY EL,-96.74032399,32.99409899
3107 CANYON CREEK DR RICHARDSON TX 75080,3082,A1,346280,HARMONY EL,-96.74097501,32.994122
3107 TAM O SHANTER LN RICHARDSON TX 75080,2060,A1,231860,ALDRIDGE EL,-96.73611502,32.995466
3108 CANYON CREEK DR RICHARDSON TX 75080,2522,A1,250796,HARMONY EL,-96.740369,32.99434802
311 RIDGEVIEW DR RICHARDSON TX 75080,2807,A1,313455,SHEPARD EL,-96.72107202,32.985976
313 RIDGEVIEW DR RICHARDSON TX 75080,2544,A1,209004,SHEPARD EL,-96.72136203,32.98585698
315 RIDGEVIEW DR RICHARDSON TX 75080,3054,A1,29838,SHEPARD EL,-96.721659,32.98589998
315 W LOOKOUT DR RICHARDSON TX 75080,2949,A1,250975,SHEPARD EL,-96.721169,32.98700199
316 RIDGEVIEW CIR TX,5536,A1,691198,SHEPARD EL,-97.2870122,32.93898693
316 W LOOKOUT DR RICHARDSON TX 75080,2077,A1,161978,SHEPARD EL,-96.72102298,32.98764501
317 RIDGEVIEW DR RICHARDSON TX 75080,3063,A1,3602,SHEPARD EL,-96.72190803,32.98586201
317 W LOOKOUT DR RICHARDSON TX 75080,2035,A1,203318,SHEPARD EL,-96.72162296,32.98705702
318 LAWNDALE DR RICHARDSON TX 75080,2556,A1,211802,SHEPARD EL,-96.72120102,32.98862598
318 NORTHVIEW DR RICHARDSON TX 75080,2442,A1,195614,SHEPARD EL,-96.72118501,32.99037499
318 W LOOKOUT DR RICHARDSON TX 75080,2960,A1,211668,SHEPARD EL,-96.72125701,32.98766399
319 CANYON RIDGE DR RICHARDSON TX 75080,2262,A1,247667,SHEPARD EL,-96.721199,32.99072402
319 LAWNDALE DR RICHARDSON TX 75080,2956,A1,258360,SHEPARD EL,-96.72122901,32.988111
319 W LOOKOUT DR RICHARDSON TX 75080,2053,A1,220295,SHEPARD EL,-96.72186696,32.98709101
32 CROWN PL RICHARDSON TX 75080,2745,A1,256045,ALDRIDGE EL,-96.72992096,32.99323
2809 FOREST GROVE DR RICHARDSON TX 75080,2340,A1,179066,ALDRIDGE EL,-96.72626503,32.995783
2916 SEWANEE DR PLANO TX 75075,2312,A1,183527,WILSON EL,-96.75143496,33.01125499
2809 PRINCETON PL PLANO TX 75075,3278,A1,157448,WILSON EL,-96.74929699,33.010747
2809 TAM O SHANTER LN RICHARDSON TX 75080,2562,A1,339252,ALDRIDGE EL,-96.73417897,32.99278701
2916 WHITEMARSH CIR RICHARDSON TX 75080,1860,A1,152000,ALDRIDGE EL,-96.732689,32.995359
2809 VALLEY RIDGE DR RICHARDSON TX 75080,2919,A1,227867,ALDRIDGE EL,-96.72501,32.996049
2917 FOREST HILLS LN RICHARDSON TX 75080,1935,A1,168368,ALDRIDGE EL,-96.73207997,32.995581
2810 FOREST GROVE DR RICHARDSON TX 75080,2300,A1,184693,ALDRIDGE EL,-96.72554997,32.99592599
2917 PRINCETON DR PLANO TX 75075,2302,A1,162383,WILSON EL,-96.751227,33.01075199
2811 CUSTER PKWY RICHARDSON TX 75080,117006,B1,3379471,ALDRIDGE EL,-96.72915804,32.99166899
2917 SEWANEE DR PLANO TX 75075,3853,A1,177814,WILSON EL,-96.75117504,33.01167199
2811 FOREST GROVE DR RICHARDSON TX 75080,2335,A1,150632,ALDRIDGE EL,-96.72617299,32.995978
2917 WHITEMARSH CIR RICHARDSON TX 75080,2200,A1,160652,ALDRIDGE EL,-96.73342099,32.99486899
2811 TAM O SHANTER LN RICHARDSON TX 75080,2148,A1,252338,ALDRIDGE EL,-96.73427301,32.99302598
2918 FOREST HILLS LN RICHARDSON TX 75080,2535,A1,231034,ALDRIDGE EL,-96.731998,32.996078
2812 FOREST GROVE DR RICHARDSON TX 75080,2276,A1,217515,ALDRIDGE EL,-96.72546699,32.99610201
2918 WHITEMARSH CIR RICHARDSON TX 75080,1664,A1,123407,ALDRIDGE EL,-96.73294599,32.99535799
2813 FOREST GROVE DR RICHARDSON TX 75080,2450,A1,179095,ALDRIDGE EL,-96.72607199,32.99616999
2919 FOREST HILLS LN RICHARDSON TX 75080,1812,A1,160007,ALDRIDGE EL,-96.73231098,32.99567299
2814 FOREST GROVE DR RICHARDSON TX 75080,2084,A1,180808,ALDRIDGE EL,-96.72538803,32.99629798
2919 WHITEMARSH CIR RICHARDSON TX 75080,1916,A1,148882,ALDRIDGE EL,-96.73367396,32.99480001
2815 FOREST GROVE DR RICHARDSON TX 75080,2528,A1,187000,ALDRIDGE EL,-96.72599697,32.99636001
2920 FOREST HILLS LN RICHARDSON TX 75080,2264,A1,173571,ALDRIDGE EL,-96.73222397,32.99616999
2816 FOREST GROVE DR RICHARDSON TX 75080,2005,A1,179375,ALDRIDGE EL,-96.72524101,32.99647798
2920 PRINCETON DR PLANO TX 75075,2567,A1,147311,WILSON EL,-96.75167301,33.01039601
2920 SEWANEE DR PLANO TX 75075,2346,A1,173395,WILSON EL,-96.75166203,33.01136102
2920 WHITEMARSH CIR RICHARDSON TX 75080,1824,A1,138236,ALDRIDGE EL,-96.73319502,32.99536499
2921 FOREST HILLS LN RICHARDSON TX 75080,2418,A1,192221,ALDRIDGE EL,-96.73254701,32.99572701
2921 PRINCETON DR PLANO TX 75075,2476,A1,165210,WILSON EL,-96.75146396,33.01085001
2921 SEWANEE DR PLANO TX 75075,2751,A1,168312,WILSON EL,-96.75139397,33.01176301
2921 WHITEMARSH CIR RICHARDSON TX 75080,1855,A1,143997,ALDRIDGE EL,-96.73383498,32.99462198
2922 FOREST HILLS LN RICHARDSON TX 75080,1589,A1,160759,ALDRIDGE EL,-96.73247501,32.99621999
2922 WHITEMARSH CIR RICHARDSON TX 75080,1916,A1,205231,ALDRIDGE EL,-96.73341898,32.99537602
2923 FOREST HILLS LN RICHARDSON TX 75080,2741,A1,221941,ALDRIDGE EL,-96.73278103,32.99576301
2923 WHITEMARSH CIR RICHARDSON TX 75080,1770,A1,155512,ALDRIDGE EL,-96.73401099,32.99447199
2924 FOREST HILLS LN RICHARDSON TX 75080,2138,A1,167750,ALDRIDGE EL,-96.73276201,32.99623902
2924 PRINCETON DR PLANO TX 75075,2360,A1,142104,WILSON EL,-96.75192002,33.01052199
2924 SEWANEE DR PLANO TX 75075,2387,A1,168239,WILSON EL,-96.75189202,33.01143801
2924 WHITEMARSH CIR RICHARDSON TX 75080,1934,A1,160945,ALDRIDGE EL,-96.73367899,32.995381
2925 FOREST HILLS LN RICHARDSON TX 75080,2258,A1,157879,ALDRIDGE EL,-96.73306501,32.99572801
2925 PRINCETON DR PLANO TX 75075,1926,A1,129076,WILSON EL,-96.75170896,33.01093702
2925 SEWANEE DR PLANO TX 75075,2274,A1,152775,WILSON EL,-96.75164199,33.011861
2925 WHITEMARSH CIR RICHARDSON TX 75080,1906,A1,209855,ALDRIDGE EL,-96.73417302,32.99432899
2926 FOREST HILLS LN RICHARDSON TX 75080,2117,A1,169734,ALDRIDGE EL,-96.73299603,32.99623101
2926 WHITEMARSH CIR RICHARDSON TX 75080,3096,A1,208081,ALDRIDGE EL,-96.73393799,32.99532799
2927 FOREST HILLS LN RICHARDSON TX 75080,1872,A1,167283,ALDRIDGE EL,-96.733308,32.995712
2675 CUSTER PKWY RICHARDSON TX 75080,0,M4,1000,ALDRIDGE EL,-96.72627819,32.99092364
2678 PROVENCIAL LN RICHARDSON TX 75080,0,C1,56240,ALDRIDGE EL,-96.72657209,32.99109476
2682 PROVENCIAL LN RICHARDSON TX 75080,2955,A4,379383,ALDRIDGE EL,-96.72649,32.99128699
2817 FOREST GROVE DR RICHARDSON TX 75080,2386,A1,183432,ALDRIDGE EL,-96.72590201,32.996553
2686 PROVENCIAL LN RICHARDSON TX 75080,0,C1,56240,ALDRIDGE EL,-96.726562,32.991397
2818 FOREST GROVE DR RICHARDSON TX 75080,2187,A1,182293,ALDRIDGE EL,-96.72498301,32.99656
2690 PROVENCIAL LN RICHARDSON TX 75080,0,C1,56240,ALDRIDGE EL,-96.72669619,32.99141546
2819 FOREST GROVE DR RICHARDSON TX 75080,2296,A1,210000,ALDRIDGE EL,-96.725772,32.996762
2694 PROVENCIAL LN RICHARDSON TX 75080,0,C1,76000,ALDRIDGE EL,-96.72664104,32.99153601
2820 FOREST GROVE DR RICHARDSON TX 75080,2376,A1,180437,ALDRIDGE EL,-96.72474304,32.996559
2697 CUSTER PKWY RICHARDSON TX 75080,0,M4,1000,ALDRIDGE EL,-96.72646377,32.99159238
2821 FOREST GROVE DR RICHARDSON TX 75080,2465,A1,195700,ALDRIDGE EL,-96.72555298,32.997028
2698 PROVENCIAL LN RICHARDSON TX 75080,0,M4,1000,ALDRIDGE EL,-96.72678447,32.99164636
2823 FOREST GROVE DR RICHARDSON TX 75080,1906,A1,158543,ALDRIDGE EL,-96.72522098,32.99703002
27 CROWN PL RICHARDSON TX 75080,2083,A1,227261,ALDRIDGE EL,-96.729352,32.99377398
2700 CUSTER PKWY RICHARDSON TX 75080,66346,F1,5750000,ALDRIDGE EL,-96.7263641,32.99185368
2700 GRANDVIEW DR PLANO TX 75075,2523,A1,173061,WILSON EL,-96.74496304,33.01130901
2700 NORTHCREST DR PLANO TX 75075,2029,A1,152982,WILSON EL,-96.74491702,33.00964201
2700 PINERY LN RICHARDSON TX 75080,1672,A1,131418,ALDRIDGE EL,-96.72589597,32.992217
2700 W PLANO PKWY PLANO TX 75075,285126,F3,22037783,WILSON EL,-96.74577298,33.00691299
2700 WESTRIDGE DR PLANO TX 75075,2598,A1,161271,WILSON EL,-96.74497503,33.01046298
2701 FOREST GROVE DR RICHARDSON TX 75080,3374,B2,166830,ALDRIDGE EL,-96.72566597,32.99244801
2701 GRANDVIEW DR PLANO TX 75075,2384,A1,150734,WILSON EL,-96.74490101,33.01177198
2701 NORTHCREST DR PLANO TX 75075,2352,A1,156047,WILSON EL,-96.74495701,33.010107
2701 PINERY LN RICHARDSON TX 75080,1920,A1,140931,ALDRIDGE EL,-96.726261,32.99200599
2701 W PLANO PKWY PLANO TX 75075,113450,F1,5411967,WILSON EL,-96.74574398,33.00891099
2701 WESTRIDGE DR PLANO TX 75075,2406,A1,156095,WILSON EL,-96.74496597,33.01093501
2702 FOREST GROVE DR RICHARDSON TX 75080,1674,A1,153509,ALDRIDGE EL,-96.72532701,32.99286798
2702 PINERY LN RICHARDSON TX 75080,1692,A1,132588,ALDRIDGE EL,-96.72603997,32.99239801
2703 PINERY LN RICHARDSON TX 75080,1993,A1,145425,ALDRIDGE EL,-96.72635698,32.99212602
2704 CANYON VALLEY DR RICHARDSON TX 75080,2211,A1,204498,SHEPARD EL,-96.72079198,32.99236
2704 FOREST GROVE DR RICHARDSON TX 75080,1680,A1,152334,ALDRIDGE EL,-96.72546204,32.99304899
2704 GRANDVIEW DR PLANO TX 75075,2284,A1,158346,WILSON EL,-96.745229,33.01133
2704 NORTHCREST DR PLANO TX 75075,1982,A1,127685,WILSON EL,-96.74512498,33.00962299
2704 PINERY LN RICHARDSON TX 75080,1805,A1,149671,ALDRIDGE EL,-96.72616897,32.99254599
417 FOREST GROVE DR RICHARDSON TX 75080,1995,A1,228941,ALDRIDGE EL,-96.72376403,32.99655501
403 PLEASANT VALLEY LN RICHARDSON TX 75080,2138,A1,166000,ALDRIDGE EL,-96.72198397,32.99481401
417 HIGH BROOK DR RICHARDSON TX 75080,2757,A1,235338,ALDRIDGE EL,-96.72378398,32.99569
407 VALLEY GLEN DR RICHARDSON TX 75080,2082,A1,161469,ALDRIDGE EL,-96.72366203,32.99427799
400 FOREST GROVE DR RICHARDSON TX 75080,2287,A1,176121,ALDRIDGE EL,-96.72187199,32.99705399
412 HIGH BROOK DR RICHARDSON TX 75080,2204,A1,178078,ALDRIDGE EL,-96.72336497,32.996193
403 RIDGEWOOD DR RICHARDSON TX 75080,2400,A1,184217,SHEPARD EL,-96.72194097,32.98902702
417 LAWNDALE DR RICHARDSON TX 75080,2261,A1,178740,SHEPARD EL,-96.72359497,32.98832202
407 W LOOKOUT DR RICHARDSON TX 75080,2357,A1,216494,SHEPARD EL,-96.72419604,32.98732801
400 HIGH BROOK DR RICHARDSON TX 75080,2117,A1,183836,ALDRIDGE EL,-96.72190501,32.99619501
412 LAWNDALE DR RICHARDSON TX 75080,1984,A1,168953,SHEPARD EL,-96.72310597,32.98876802
3306 CANYON CREEK DR RICHARDSON TX 75080,2729,A1,308163,HARMONY EL,-96.74040697,32.99659902
403 VALLEY COVE DR RICHARDSON TX 75080,1939,A1,193886,SHEPARD EL,-96.72150997,32.99294799
417 NORTHVIEW DR RICHARDSON TX 75080,2064,A1,173475,SHEPARD EL,-96.723571,32.99007098
408 BROOK GLEN PL RICHARDSON TX 75080,3142,A1,357175,SHEPARD EL,-96.72227901,32.99257902
400 LAWNDALE DR RICHARDSON TX 75080,2026,A1,166134,SHEPARD EL,-96.721687,32.988636
412 NORTHVIEW DR RICHARDSON TX 75080,2349,A1,177092,SHEPARD EL,-96.72309097,32.99051401
403 VALLEY GLEN DR RICHARDSON TX 75080,2361,A1,183357,ALDRIDGE EL,-96.72367602,32.99466502
3307 CANYON CREEK DR RICHARDSON TX 75080,3434,A1,270093,HARMONY EL,-96.741117,32.99642099
422 NORTHVIEW DR RICHARDSON TX 75080,2248,A1,200711,SHEPARD EL,-96.72427097,32.99063898
417 PLEASANT VALLEY LN RICHARDSON TX 75080,1824,A1,125000,ALDRIDGE EL,-96.72450701,32.994791
408 CANYON RIDGE DR RICHARDSON TX 75080,2192,A1,226998,SHEPARD EL,-96.72260297,32.99134101
400 MAPLELAWN DR PLANO TX 75075,12198,F3,1963338,FRANKFORD EL,-96.76329996,33.00368001
412 PLEASANT VALLEY LN RICHARDSON TX 75080,1985,A1,154113,ALDRIDGE EL,-96.72330697,32.99531101
403 W LOOKOUT DR RICHARDSON TX 75080,2482,A1,217041,SHEPARD EL,-96.72368499,32.98726699
3308 CANYON CREEK DR RICHARDSON TX 75080,3842,A1,351027,HARMONY EL,-96.74067402,32.99681301
422 RIDGEWOOD DR RICHARDSON TX 75080,2536,A1,173542,SHEPARD EL,-96.72426502,32.98976701
417 RIDGEWOOD DR RICHARDSON TX 75080,2448,A1,186537,SHEPARD EL,-96.72357896,32.98919398
408 FOREST GROVE DR RICHARDSON TX 75080,2188,A1,169541,ALDRIDGE EL,-96.72280799,32.99706199
400 NORTHVIEW DR RICHARDSON TX 75080,2549,A1,231595,SHEPARD EL,-96.721673,32.99037801
412 RIDGEVIEW DR RICHARDSON TX 75080,2129,A1,233054,SHEPARD EL,-96.72506499,32.98620001
4030 W PLANO PKWY PLANO TX 75093,0,M5,1177297,FRANKFORD EL,-96.77372998,33.010632
3309 CANYON CREEK DR RICHARDSON TX 75080,3108,A1,271526,HARMONY EL,-96.74137802,32.99664902
422 SHADY BROOK DR RICHARDSON TX 75080,1664,A1,157538,ALDRIDGE EL,-96.72453098,32.99435699
417 VALLEY COVE DR RICHARDSON TX 75080,2296,A1,221982,ALDRIDGE EL,-96.72290103,32.99406701
408 HIGH BROOK DR RICHARDSON TX 75080,2455,A1,185944,ALDRIDGE EL,-96.72287203,32.99618801
400 PLEASANT VALLEY LN RICHARDSON TX 75080,2481,A1,224370,ALDRIDGE EL,-96.72183603,32.99533901
412 RIDGEWOOD DR RICHARDSON TX 75080,2088,A1,178863,SHEPARD EL,-96.72310002,32.98964099
4031 W PLANO PKWY PLANO TX 75093,31700,F3,2700000,FRANKFORD EL,-96.77083697,33.01123298
3310 CANYON CREEK DR RICHARDSON TX 75080,2488,A1,307956,HARMONY EL,-96.74092799,32.997013
422 W LOOKOUT DR RICHARDSON TX 75080,2233,A1,165522,SHEPARD EL,-96.72436602,32.98802299
417 VALLEY GLEN PL RICHARDSON TX 75080,1489,A1,175210,ALDRIDGE EL,-96.722967,32.99342299
